,artist_name,track_name,track_id,popularity
0,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,98
1,Future,Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,94
2,Drake,Money In The Grave (Drake ft. Rick Ross),5ry2OE6R2zPQFDO85XkgRb,87
3,Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,84
4,Lil Baby,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,81
5,Chris Brown,No Guidance (feat. Drake),6XHVuErjQ4XNm6nDPVCxVX,82
6,Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,85
7,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,82
8,Summer Walker,Girls Need Love (with Drake) - Remix,14SaZBTjxlorHJQxXh01Hu,80
9,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,81
10,The Weeknd,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,99
11,The Weeknd,In Your Eyes,7szuecWAPwGoV1e5vGu8tl,93
12,The Weeknd,After Hours,2p8IUWQDrpjuFltbdgLOag,88
13,The Weeknd,Heartless,6bnF93Rx87YqUBLSgjiMU8,86
14,The Weeknd,Save Your Tears,5QO79kh1waicV47BqGRL3g,86
15,The Weeknd,Scared To Live,4BGZF4oLbTL0pWm7C18pbv,83
16,The Weeknd,Hardest To Love,6kWxIqQDsKFYCJGbU4AjCX,83
17,The Weeknd,Starboy,7MXVkk9YMctZqd1Srtv4MB,85
18,The Weeknd,Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,84
19,The Weeknd,Alone Again,6b5P51m8xx2XA6U7sdNZ5E,82
20,Roddy Ricch,The Box,0nbXyq5TXYPCO7pr3N8S4I,100
21,Roddy Ricch,High Fashion (feat. Mustard),07KXEDMj78x68D884wgVEm,91
22,NLE Choppa,Walk Em Down (feat. Roddy Ricch),4cSSL3YafYjM3yjgFO1vJg,89
23,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,88
24,Mustard,Ballin' (with Roddy Ricch),3QzAOrNlsabgbMwlZt7TAY,89
26,Roddy Ricch,Down Below,4SWWe2OYC4mqf40Gc2RSdl,79
27,Roddy Ricch,Start Wit Me (feat. Gunna),7A20WnLkjtZU2d7hIB6Ziu,79
28,Roddy Ricch,Tip Toe (feat. A Boogie Wit da Hoodie),6ztvsy3C6hPjVg9j4x1XKJ,78
29,Roddy Ricch,Bacc Seat (feat. Ty Dolla $ign),6In6SkveIw26thdYRhHTVX,78
30,Dua Lipa,Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,97
31,Dua Lipa,Break My Heart,1raaNykBg1bDnWENUiglUA,88
32,Dua Lipa,Physical,3AzjcOeAmA57TIOr9zF1ZW,89
35,Dua Lipa,Levitating,39LLxExYz6ewLAcYrzQQyP,84
37,Dua Lipa,Hallucinate,1nYeVF5vIBxMxfPoL0SIWg,83
38,Dua Lipa,Pretty Please,6DXZiYUbrYgrVIhfX3U9Z2,82
39,Dua Lipa,Cool,2nMOodYNHBAQ3Kc1QNimZU,82
40,Drake,The Future of the Future (feat. Cassettes Won't Listen),23wcSHpB9lRJ4NgfOSc9eU,1
41,Post Malone,Circles,21jGcNKet2qwijlDFuPiPb,95
42,Sam Feldt,Post Malone (feat. RANI),0qc4QlcCxVTGyShurEv1UU,82
43,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,87
44,Post Malone,Wow.,7xQAfvXzm3AkraOtGPWIZg,87
45,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,85
46,Post Malone,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,88
47,Post Malone,Goodbyes (feat. Young Thug),0t3ZvGKlmYmVsDzBJAXK8C,87
48,Justin Bieber,Forever (feat. Post Malone & Clever),2ZlCGeK30BLRNSPC832pNZ,87
49,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,86
50,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),7CZyCXKG6d5ALeq41sLzbw,84
51,Harry Styles,Adore You,1M4qEo4HE3PRaCOM7EXNJq,90
52,Harry Styles,Falling,1ZMiCix7XSAbfAJlEZWMCp,88
54,Harry Styles,Lights Up,4jAIqgrPjKLTY9Gbez25Qb,86
55,Harry Styles,Watermelon Sugar,1e9oZCCiX42nJl0AcqriVo,84
57,Harry Styles,"Sunflower, Vol. 6",6iYMfxznTBlcVOgRHab2W0,79
58,Harry Styles,Golden,45S5WTQEGOB1VHr1Q4FuPl,80
59,Harry Styles,Cherry,2IOFZdYYkFxEHVz1w34PoL,79
60,Harry Styles,To Be So Lonely,5JiH89mHrv9oWHlD0T326z,79
61,Doja Cat,Say So,3Dv1eDb0MEgF93GpLXlucZ,97
62,Doja Cat,Boss Bitch,78qd8dvwea0Gosb6Fe6j3k,93
63,Doja Cat,Like That (feat. Gucci Mane),4EivmOT13NMpNSfTKn9p4s,89
64,Doja Cat,Cyber Sex,1ghvzmzpx2nnrbx7wtpMgo,82
65,Doja Cat,Candy,1VJwtWR6z7SpZRwipI12be,82
66,Doja Cat,Juicy,7f5trao56t7sB7f14QDTmp,79
67,Doja Cat,Tia Tamera (feat. Rico Nasty),1uNePI826aqh9uC9pgbeHU,75
70,Doja Cat,Rules,1TMWcbxL5YF8rKsFHv5hAP,74
71,Billie Eilish,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,93
72,Billie Eilish,bad guy,2Fxmhks0bxGSBdJ92vM42m,93
73,Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,91
74,Billie Eilish,when the party's over,43zdsphuZLzwA9k4DJhU0I,89
75,Billie Eilish,No Time To Die,73SpzrcaHk0RQPFP73vqVR,90
76,Billie Eilish,i love you,6CcJMwBtXByIz4zQLzFkKc,85
77,Billie Eilish,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,84
78,Billie Eilish,bury a friend,4SSnFejRGlZikf02HLewEF,85
79,Billie Eilish,ocean eyes,7hDVYcQq6MxkdJGweuCtl9,85
80,Billie Eilish,idontwannabeyouanymore,41zXlQxzTi6cGAjpOXyLYH,84
81,Lewis Capaldi,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,94
82,Lewis Capaldi,Before You Go,7ce20yLkzuXXLUhzIDoZih,90
83,Lewis Capaldi,Bruises,4Of7rzpRpV1mWRbhp5rAqG,87
86,Lewis Capaldi,Hold Me While You Wait,6700Z4Izi8EbB6JNthU6Ma,77
88,Lewis Capaldi,Forever,12OLyHDxt6dqlAybSPFBK3,74
89,Lewis Capaldi,when the party's over - Recorded at Spotify Studios NYC,6H7fWtwEUHVfTyZD7zeG4w,75
90,Lewis Capaldi,One,5C1TucCRf4Vjjree1OItyv,74
91,Maren Morris,The Bones,3npzogdOEiVsieXmmhBepL,79
92,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,83
93,Maren Morris,The Bones - with Hozier,1yTTMcUhL7rtz08Dsgb7Qb,79
94,Maren Morris,I Could Use a Love Song,09iyGiljLWRYXdRazFkdtJ,73
95,Maren Morris,GIRL,3y5B5ebFMzEEFqCPOesAXR,70
96,Maren Morris,My Church,1LM5zQv5pBKPyO7rm7Uz6U,71
97,Maren Morris,Rich,4H0vNUFcHPz5lytcLjwqkr,66
98,Maren Morris,To Hell & Back,226TUHo7YO5d5ceR0sg1aG,66
99,Niall Horan,Seeing Blind,65wnZsZLKJimfK1cTFOfa1,69
100,Thomas Rhett,Craving You,17hd4ptJCbsEeLj0auPcwy,65
101,Megan Thee Stallion,Savage,55CHeLEfn5iJ0IIkgaa4si,93
102,Megan Thee Stallion,Captain Hook,1E3VQQWFQAPJkXfYHjqWoI,80
103,Megan Thee Stallion,Cash Shit (feat. DaBaby),2rMAtCaTj16NptyVfEIeAC,79
104,Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),5N1o6d8zGcSZSeMFkOUQOk,77
105,Wiz Khalifa,"Y U Mad (feat. Megan Thee Stallion, Ty Dolla $ign & Mustard)",34TAFsrcHSBvLxhXZMBRSF,69
106,Megan Thee Stallion,B.I.T.C.H.,06scTb0zbkxYNgpAB3J9fN,73
107,Tyga,FREAK,0HIj0uo7zaFIpkzUIkDlmL,77
109,Moneybagg Yo,All Dat (with Megan Thee Stallion),2eukAOMjUM4pxnOdIsUia9,71
110,DaBaby,NASTY (feat. Ashanti & Megan Thee Stallion),3oHiR89Y8gn6xt3YGAAzFj,74
111,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,94
112,Maroon 5,Sugar,2iuZJX9X9P0GKaE93xcPjk,81
113,Maroon 5,She Will Be Loved - Radio Mix,4llK75pXNWZz6KAho2Gp16,80
114,Maroon 5,Girls Like You (feat. Cardi B),6FRLCMO5TUHTexlWo8ym1W,80
115,Maroon 5,This Love,6ECp64rv50XVz93WvxXMGF,76
116,David Fowler,Maroon 5 Medley,211A5PVAXg8Q2w5AyUOuZz,26
117,Maroon 5,This Summer - Maroon 5 vs. Alesso,4Fqf6sRaSGQppXHwO0gZs3,49
118,Rockabye Baby!,She Will Be Loved (Lullaby Rendition of Maroon 5),0csdUPgz4ngeR6gOaBYFJ6,28
119,Maroon 5,What Lovers Do,059Wt64p8D0fKhFujvBRLY,15
120,Maroon 5,Misery,4xeKATQfihQBeky4aKeqVD,8
121,Arizona Zervas,ROXANNE,696DnlkuDOXcMAnKlTgXXK,96
122,Arizona Zervas,FML,6lruHh1jF7ezgbLv72xYmf,84
123,Arizona Zervas,No I in Team,3ntcm3V9ByPKN6cstxXh80,74
124,Arizona Zervas,Drinking Problem (feat. 27CLUB),7piU1yHaKMD9PaOPvEymOr,71
125,Arizona Zervas,ROXANNE - Remix,5hC7h0yWVMkxhLbNXCscBR,72
126,Arizona Zervas,FML.,2DM24vOHKlLRaAcyCqw2tU,55
127,Arizona Zervas,Swerve,3TXYRNSjz8txG5rL5H9RWO,68
128,Arizona Zervas,LM$,7wBuTHeMvITB56U9cyVJc6,62
129,Arizona Zervas,Living Facts,12ZcHg4123ayLuXiShGyPA,61
130,Arizona Zervas,FAST,5fRyoUp0UOyt9OZqwao7tp,60
131,blackbear,hot girl bummer,7aiClxsDWFRQ0Kzk5KI5ku,90
132,blackbear,me & ur ghost,4yJiXq86uM56uIfIZgE440,82
133,blackbear,Idfc,6y6jbcPG4Yn3Du4moXaenr,81
134,blackbear,do re mi,3Q3myFA7q4Op95DOpHplaY,79
135,Trevor Daniel,Falling (blackbear Remix),59IUUAdjVbmq80Nkc3Q9Dx,77
136,blackbear,i miss the old u,1nMYtxDrONcoGnKRvxTwPv,74
137,Jeremy Zucker,talk is overrated,7cflqPPi3zWfLFRRBTWeh6,74
138,blackbear,1 SIDED LOVE,39bs2V8huzcmWoeSlHKZeP,73
139,Ellie Goulding,Worry About Me (feat. blackbear),0wsfdPl7p3yKjQBmHQsaDn,75
140,All Time Low,Monsters (feat. blackbear),0tyR7Bu9P086aWBFZ4QJoo,71
141,Lil Mosey,Blueberry Faygo,6wJYhPfqk3KGhHRG76WzOh,95
143,Lil Mosey,Stuck In A Dream (feat. Gunna),7iHHxY2NLlJRAmlAmC4ahQ,83
144,Lil Mosey,Noticed,7zLYKWcXnYeHHWidalz7rj,83
145,Lil Mosey,Kamikaze,3to5UxKsozb4T6CfwHuhLJ,77
146,Rvssian,Only The Team (with Lil Mosey & Lil Tjay),6UHfW9PmGAUjIVeIkPzPQ2,76
147,Lil Mosey,G Walk (with Chris Brown),7BxpObs6K7Yio5lVb3sMYX,76
148,Lil Mosey,Live This Wild,5fmTiyocDfiXbUZ4SpdXRm,74
149,Lil Mosey,Greet Her,0xNDvMqlGkOLEH66Z45FCL,71
150,Lil Mosey,Burberry Headband,3fB96InfRUB2DCjbrfzKUt,72
161,Gabby Barrett,I Hope,2Hc4t9N2nt37oO4sF9BynI,80
162,Gabby Barrett,The Good Ones,5OS2vP6hEJfp5bLzaWNkTj,66
163,Gabby Barrett,I Hope - feat. Charlie Puth,7ySPksJKRpoLlIaE31Yijc,57
164,Gabby Barrett,Rivers Deep,1y9jnUTgn4u8RzybqK8WFT,59
166,Gabby Barrett,Hall of Fame,0WsPsfiRpaT5A2agqFHDcm,34
169,Gabby Barrett,I Hope - Downtown Session,2jIuJZvhZhuX4uoQikOg1U,44
171,Tones And I,Dance Monkey,2XU0oxnq2qxCpomAAuJY8K,97
172,Tones And I,Never Seen The Rain,3FHLkTWV2QvC8J0YhX4muT,82
175,Tones And I,Bad Child,1qCmZnC1FUpNgOydIzqIPC,81
176,Tones And I,Johnny Run Away,7BooBD8k8ABLTFLzgxcT5G,68
177,Tones And I,Dance Monkey - Stripped Back,1ooBIqsmV1ocRldBZrvLPD,70
178,Tones And I,The Kids Are Coming,76bvw5EDyhm1b3dfsOToYG,69
179,Tones And I,Can't Be Happy All The Time,3Cwx1w1QYOuMOlx7xDmLcQ,64
180,Tones And I,Jimmy,4kRT3cCwp0uYEqh4hHvxZS,64
182,DaBaby,BOP,6Ozh9Ok6h4Oi1wUSLtBseN,88
183,Camila Cabello,My Oh My (feat. DaBaby),3yOlyBJuViE2YSGn3nVE1K,91
184,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),7wsmIIm0xWmtP7TmACXkJn,86
185,DaBaby,FIND MY WAY,1gVCEnryJhkdQcuC0Kbvor,81
186,DaBaby,PICK UP (feat. Quavo),5gNOINI5dXZVom2b36LMOd,80
187,DaBaby,JUMP (feat. YoungBoy Never Broke Again),0oT9ElXYSxvnOOagP9efDq,79
188,DaBaby,TOES (feat. Lil Baby & Moneybagg Yo),2FvD20Z8aoWIePi7PoN8sG,85
189,DaBaby,Suge,2gwkD6igEhQbDQegRCcdoB,84
190,DaBaby,VIBEZ,0fySG6A6qLE8IvDpayb5bM,85
191,Trevor Daniel,Falling,4TnjEaWOeW0eKTKIEvJyCa,96
194,Trevor Daniel,Mess,4Zc4kyc7VSdZNF9wFeBIcz,71
195,Trevor Daniel,Falling (Summer Walker Remix),3doHXO2n8mAW8XkIFeapTZ,69
196,Trevor Daniel,Past Life,3JjY4IgdeK1w8qMBm0yWyw,70
197,Trevor Daniel,Lovesick,0Yj16EfuGCjbbv6W31pQwk,68
198,Trevor Daniel,For You,2IuiwVQPn4r3g2FR5mfv1R,67
200,Trevor Daniel,Closure,05l7cyJvL9OTmwnRTFjYQ9,63
201,Blake Shelton,Nobody But You (Duet with Gwen Stefani),5M8goiFYynmNxhueYW6grR,77
202,Blake Shelton,Nobody But You (Duet with Gwen Stefani) - Acoustic,601fZrsuXVF0yxhCTaEKZf,58
204,Rod Wave,Heart On Ice,6fWa5CRgy0z30OeGZyMBvD,85
205,Rod Wave,Girl Of My Dreams,65QRS8iMQ1TsQ93fPZIZ4i,73
206,Rod Wave,Green Light,0by8c0tvXiwBHKkCpsvLNt,70
207,Rod Wave,Ribbon In The Sky,5qPfvvKDCoXG3rzgztsJQG,70
208,Rod Wave,Cuban Links,4ovta8hB5ymzzsR5EaCEdx,70
209,Rod Wave,Heart On Ice - Remix,1K2xWMZP8mgMXAR5SpcLQu,71
210,Rod Wave,Fuck The World,4zbSIYErBaRCPiZeodadtS,69
211,Rod Wave,The Last Sad Song,2ClAvIT4tIQtoBBJFgxO5Q,48
212,Rod Wave,The Greatest,4tnLapnaoDS46c9CBRUqpE,69
213,Rod Wave,Sky Priority,0F9at9W2UkP504cIxKE1K8,69
217,Karaoke Pro,High Fashion (Originally Performed by Roddy Ricch & Mustard) - Karaoke Version,7aHFoGOEbUXNbDZdEfP9A3,2
218,Karaoke Pro,High Fashion (Originally Performed by Roddy Ricch & Mustard) - Instrumental Version,5rDxOqwXAdOluIP8sfdhdm,1
219,Morgan Wallen,Whiskey Glasses,6foY66mWZN0pSRjZ408c00,81
220,Morgan Wallen,Chasin' You,5MwynWK9s4hlyKHqhkNn4A,81
221,Morgan Wallen,This Bar,7oSq5fbsFkTS9zeJQwMihf,77
222,Morgan Wallen,More Than My Hometown,6FniJZn4agmDtPx1pKZQsa,74
223,Morgan Wallen,Cover Me Up,47yypFbq6fu3yUvFoaf2UN,75
224,Morgan Wallen,The Way I Talk,21LRaD9rB3v7p7DDCZsW4y,74
225,Morgan Wallen,Up Down (feat. Florida Georgia Line),3EWMoDIm6lzuR0zQKtuCJX,74
226,Morgan Wallen,If I Know Me,03d8S7FBY2kIzhP0E7l4rn,72
227,Diplo,Heartless (feat. Morgan Wallen),5mTL8ZHcB2LJdlrR78xJYr,68
228,Morgan Wallen,Spin You Around,1yj1ZztSGITJ5Nf4mfH92c,67
229,Brett Young,Catch,53cGGBxGPaRjP0HVUESyW5,73
230,Brett Young,In Case You Didn't Know,10M2Ex445zw585Ducldzkw,74
232,Astrid S,I Do,6Qp1DSekiuxHbFoSsg9JIk,69
233,Brett Young,Mercy,2VIPU72L6tIR4w8J8ap6Kp,68
234,Brett Young,Like I Loved You,3T6MAweakkNrMYs8jZIWtg,67
235,Brett Young,Sleep Without You,7Ad0OLsUn63FoD4gnguZz5,66
238,Brett Young,Here Tonight,38nVuIj9mi5a8oopOJhSJk,65
239,SAINt JHN,Roses - Imanbek Remix,7fPuWrlpwDcHm5aHCH5D9t,87
240,SAINt JHN,Trap,1pChm8ih9LlKhWncBJ6HLr,72
241,SAINt JHN,Roses,0easEmosKkPhksg0qidzXo,75
242,SAINt JHN,Monica Lewinsky,1rS0eq80peCPCgfT2t0Kmm,70
243,Blue Ivy,BROWN SKIN GIRL,0B3FovCVaGKS5w1FTidEUP,70
244,SAINt JHN,Reflex,14FwKi5Lh5HRXeo6VNXlaN,66
245,SAINt JHN,Anything Can Happen,1S2zNPB4JaGsinUjdlwn1a,64
246,SAINt JHN,I Heard You Got Too Litt Last Night,4A5owiyEiYxDuDPvTrRCxS,63
247,SAINt JHN,5 Thousand Singles,4GErqtrdgp4w2z984cReZl,63
248,SAINt JHN,Trap (feat. Lil Baby),0mnVrUP1TAoO223C0N2NYI,61
249,Lady Gaga,Stupid Love,2kJu14V7hbZw3I4K8L8SXb,90
250,Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,87
251,Lady Gaga,Bad Romance,0SiywuOBRcynK0uKGWdCnn,80
252,Lady Gaga,Million Reasons,7dZ1Odmx9jWIweQSatnRqo,79
253,Lady Gaga,Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk,80
254,Lady Gaga,Shallow - Radio Edit,6QfS2wq5sSC1xAJCQsTSlj,78
255,Lady Gaga,Smile - One World: Together At Home,7gmyhgx5iQxeZhn9U74l1a,59
256,Chief Keef,Lady Gaga,0RDhPQ1KK2zVdpyaF5buyv,21
257,Beyoncé,Video Phone (feat. Lady Gaga),2nX9948PslVYrrHUf6w0eL,53
258,Chester French,Lady Gaga Love Game Remix,6Y3oteyeXT1MpcuOdy2kN1,24
259,Dan + Shay,"10,000 Hours (with Justin Bieber)",2wrJq5XKLnmhRXHIAf9xBa,90
260,Arcade Player,"10, 000 Hours (16-Bit Dan + Shay & Justin Bieber Emulation)",3Y4hhzxZtY8g4KvO3kcPKn,18
261,Dan + Shay,"10,000 Hours (with Justin Bieber) - Piano",6HjF1gzVEZMb4GplnGl9B3,71
262,DJ D MAN Xtreme,"10, 000 Hours (I'd Spend Ten Thousand Hours and Ten Thousand More) Originally Performed by Dan + Shay & Justin Bieber",3Q8uv6qS297DD2tC8xTp7D,0
263,Dan + Shay,"10,000 Hours",6tpKWKiK6nwGHcc4CA3wpC,27
264,8-Bit Arcade,"10, 000 Hours (8-Bit Dan + Shay & Justin Bieber Emulation)",3O3sUq71gXy2eePY19fQ53,7
265,Sing2Piano,"10,000 Hours (Originally Performed by Dan + Shay & Justin Bieber) - Piano Karaoke Version",0WNZTrC2Jui4dOS7IeugzA,13
266,Karaoke Pro,10000 Hours (Originally Performed by Dan + Shay & Justin Bieber) - Instrumental Version,7gyZhjKLjhId5utgiAEndv,13
267,Vox Freaks,"10,000 Hours (Originally Performed by Dan and Shay and Justin Bieber) [Instrumental]",7DV1NcdBJQuGpLQlL1ZOLH,6
268,Karaoke Pro,10000 Hours (Originally Performed by Dan + Shay & Justin Bieber) - Karaoke Version,1CMQrNTQ7lYQ66u1DadtfN,6
279,Jack Harlow,WHATS POPPIN,1jaTQ3nqY3oAAYyCTbIvnM,92
280,Jack Harlow,THRU THE NIGHT (feat. Bryson Tiller),1AgSUWSzmza5jF6ER5R68v,73
281,Jack Harlow,I WANNA SEE SOME ASS (feat. jetsonmade),2aWVaW1p2kUc5yuKwBmRJi,73
282,Jack Harlow,SUNDOWN,0ipgd8PPFza3NNmN3Rn2uF,67
283,Jack Harlow,HEY BIG HEAD,3FWIAl04a9ySFhk4HH15ov,66
284,Jack Harlow,2STYLISH,0qoxr5PUFbDqGLHIpEnWAr,64
285,Jack Harlow,SMELLS LIKE INCENSE,5xAR2kje4pVMHz0ipvp2VA,63
286,Jack Harlow,WARSAW (feat. 2forwOyNE),2ihL1KGMA0geIqGT5pkZzo,63
287,Jack Harlow,OUT FRONT,6ukXwaLZoMjeqA98ZdKLtq,63
288,Jack Harlow,HEAVY HITTER,7zJld1LpGmLsPt8IGOc0KL,60
289,Ingrid Andress,More Hearts Than Mine,0LcspVKJxhEQQSvVMiTPWz,74
291,Ingrid Andress,The Stranger,6lJQpz7R61Yn05aa7bKZ3k,65
292,Ingrid Andress,Lady Like,33UI8dgfkDOf32DWBH1GL0,61
294,Ingrid Andress,Both,6J6TFz0DLTFLo8UYzlvn6W,54
296,Ingrid Andress,We're Not Friends,5rwrtdf4pjvaE96LiZ85KB,51
298,Ingrid Andress,Anything But Love,2On00qNEMTIGxOGKYHS6r2,50
309,Sam Hunt,Body Like A Back Road,7mldq42yDuxiUNn08nvzHO,78
310,Sam Hunt,Kinfolks,53F1MVa1BWUkTBbVqgVAfN,76
311,Sam Hunt,House Party,1TwLKNsCnhi1HxbIi4bAW0,74
